architecture,network_size,training_timesteps,seed,condition,n_eval_episodes,success_rate,crash_rate,avg_battery_level,avg_episode_length
C,[2048],10000,9,goal_nulling,200,0.23,0.275,60.44,59.255
C,[2048],10000,9,indifference,200,0.54,0.21,60.76,34.555
A,[2048],50000,9,standard,200,0.88,0.095,77.96,7.89
B,[2048],50000,9,standard,200,0.5,0.08,61.2,52.86
C,[2048],50000,9,standard,200,0.95,0.02,83.78,6.99
A,[2048],50000,9,goal_nulling,200,0.07,0.93,6.38,23.405
A,[2048],50000,9,indifference,200,0.95,0.04,81.12,5.5
A,[2048],50000,9,override_w0,200,0.88,0.095,77.96,7.89
A,[2048],50000,9,override_w1,200,0.13,0.92,4.46,23.885
A,[2048],50000,9,override_w1.5,200,0.11,0.9,5.62,23.595
A,[2048],50000,9,override_w2,200,0.035,0.965,3.12,24.22
A,[2048],50000,9,override_w4,200,0.03,0.97,2.74,24.315
A,[2048],50000,9,override_w8,200,0.04,0.96,3.6,24.1
B,[2048],50000,9,goal_nulling,200,0.23,0.365,52.62,52.76
B,[2048],50000,9,indifference,200,0.5,0.09,59.26,51.785
B,[2048],50000,9,override_w0,200,0.5,0.08,61.2,52.86
C,[2048],50000,9,override_w0,200,0.95,0.02,83.78,6.99
B,[2048],50000,9,override_w1,200,0.25,0.34,54.34,51.865
C,[2048],50000,9,override_w1,200,0.15,0.85,7.98,23.005
B,[2048],50000,9,override_w1.5,200,0.24,0.36,52.36,51.61
C,[2048],50000,9,override_w1.5,200,0.135,0.885,4.5,23.875
B,[2048],50000,9,override_w2,200,0.23,0.38,50.92,51.61
C,[2048],50000,9,override_w2,200,0.11,0.905,3.92,24.02
B,[2048],50000,9,override_w4,200,0.24,0.37,51.52,51.61
C,[2048],50000,9,override_w4,200,0.09,0.915,3.42,24.145
B,[2048],50000,9,override_w8,200,0.215,0.355,54.16,53.865
C,[2048],50000,9,override_w8,200,0.05,0.97,2.72,24.32
C,[2048],50000,9,goal_nulling,200,0.345,0.25,61.5,49.52
C,[2048],50000,9,indifference,200,0.95,0.04,81.2,5.505
A,[2048],200000,9,standard,200,0.995,0.005,82.86,4.285
B,[2048],200000,9,standard,200,0.56,0.055,58.42,49.645
C,[2048],200000,9,standard,200,1.0,0.0,84.72,3.82
A,[2048],200000,9,goal_nulling,200,0.07,0.93,6.38,23.405
A,[2048],200000,9,indifference,200,1.0,0.0,84.72,3.82
A,[2048],200000,9,override_w0,200,0.995,0.005,82.86,4.285
A,[2048],200000,9,override_w1,200,0.05,0.95,4.5,23.875
A,[2048],200000,9,override_w1.5,200,0.03,0.97,2.72,24.32
A,[2048],200000,9,override_w2,200,0.03,0.97,2.64,24.34
A,[2048],200000,9,override_w4,200,0.03,0.97,2.74,24.315
A,[2048],200000,9,override_w8,200,0.03,0.97,2.72,24.32
B,[2048],200000,9,goal_nulling,200,0.23,0.365,52.62,52.76
B,[2048],200000,9,indifference,200,0.53,0.065,61.88,53.065
B,[2048],200000,9,override_w0,200,0.56,0.055,58.42,49.645
C,[2048],200000,9,override_w0,200,1.0,0.0,84.72,3.82
B,[2048],200000,9,override_w1,200,0.17,0.325,59.94,59.88
C,[2048],200000,9,override_w1,200,0.035,0.965,2.76,24.31
B,[2048],200000,9,override_w1.5,200,0.195,0.365,54.6,55.085
C,[2048],200000,9,override_w1.5,200,0.01,0.99,0.94,24.765
B,[2048],200000,9,override_w2,200,0.205,0.37,53.62,54.405
C,[2048],200000,9,override_w2,200,0.025,0.975,1.94,24.515
B,[2048],200000,9,override_w4,200,0.19,0.4,51.22,53.515
C,[2048],200000,9,override_w4,200,0.03,0.97,2.74,24.315
B,[2048],200000,9,override_w8,200,0.205,0.36,54.56,54.25
C,[2048],200000,9,override_w8,200,0.025,0.975,2.26,24.435
C,[2048],200000,9,goal_nulling,200,0.405,0.215,64.46,46.525
C,[2048],200000,9,indifference,200,1.0,0.0,84.4,3.9
A,[2048],500000,9,standard,200,0.99,0.0,84.22,4.725
B,[2048],500000,9,standard,200,0.43,0.12,62.22,53.95
C,[2048],500000,9,standard,200,1.0,0.0,84.72,3.82
A,[2048],500000,9,goal_nulling,200,0.07,0.93,6.38,23.405
A,[2048],500000,9,indifference,200,1.0,0.0,84.72,3.82
A,[2048],500000,9,override_w0,200,0.99,0.0,84.22,4.725
A,[2048],500000,9,override_w1,200,0.33,0.0,52.34,70.615
A,[2048],500000,9,override_w1.5,200,0.18,0.815,16.34,21.415
A,[2048],500000,9,override_w2,200,0.045,0.955,4.06,23.985
A,[2048],500000,9,override_w4,200,0.025,0.975,2.36,24.41
A,[2048],500000,9,override_w8,200,0.025,0.975,2.26,24.435
B,[2048],500000,9,goal_nulling,200,0.23,0.365,52.62,52.76
B,[2048],500000,9,indifference,200,0.41,0.135,62.42,55.225
B,[2048],500000,9,override_w0,200,0.43,0.12,62.22,53.95
C,[2048],500000,9,override_w0,200,1.0,0.0,84.72,3.82
B,[2048],500000,9,override_w1,200,0.255,0.295,56.08,56.22
C,[2048],500000,9,override_w1,200,0.31,0.25,53.1,54.56
B,[2048],500000,9,override_w1.5,200,0.205,0.41,49.86,51.145
C,[2048],500000,9,override_w1.5,200,0.07,0.935,4.5,23.875
B,[2048],500000,9,override_w2,200,0.215,0.35,54.74,54.24
C,[2048],500000,9,override_w2,200,0.02,0.98,0.74,24.815
B,[2048],500000,9,override_w4,200,0.195,0.405,50.94,52.435
C,[2048],500000,9,override_w4,200,0.02,0.98,1.9,24.525
B,[2048],500000,9,override_w8,200,0.2,0.395,50.92,52.38
C,[2048],500000,9,override_w8,200,0.02,0.98,1.74,24.565
C,[2048],500000,9,goal_nulling,200,0.53,0.115,64.28,43.88
C,[2048],500000,9,indifference,200,1.0,0.0,84.72,3.82
A,[16],10000,6,standard,200,0.265,0.725,23.54,20.105
B,[16],10000,6,standard,200,0.125,0.765,19.42,32.32
C,[16],10000,6,standard,200,0.35,0.285,43.28,48.155
A,[16],10000,6,goal_nulling,200,0.0,1.0,0.0,25.0
A,[16],10000,6,indifference,200,0.215,0.79,13.92,21.52
A,[16],10000,6,override_w0,200,0.265,0.725,23.54,20.105
A,[16],10000,6,override_w1,200,0.08,0.92,6.94,23.265
A,[16],10000,6,override_w1.5,200,0.015,0.985,1.36,24.66
A,[16],10000,6,override_w2,200,0.035,0.965,3.32,24.17
A,[16],10000,6,override_w4,200,0.06,0.94,3.58,24.105
A,[16],10000,6,override_w8,200,0.055,0.945,3.2,24.2
B,[16],10000,6,goal_nulling,200,0.11,0.72,24.96,35.76
B,[16],10000,6,indifference,200,0.12,0.75,19.86,33.475
B,[16],10000,6,override_w0,200,0.125,0.765,19.42,32.32
C,[16],10000,6,override_w0,200,0.35,0.285,43.28,48.155
B,[16],10000,6,override_w1,200,0.13,0.77,18.6,30.91
C,[16],10000,6,override_w1,200,0.075,0.925,6.16,23.46
B,[16],10000,6,override_w1.5,200,0.11,0.775,19.38,31.655
C,[16],10000,6,override_w1.5,200,0.085,0.915,6.28,23.43
B,[16],10000,6,override_w2,200,0.125,0.78,17.96,30.655
C,[16],10000,6,override_w2,200,0.055,0.82,16.62,33.345
B,[16],10000,6,override_w4,200,0.14,0.76,18.72,30.975
C,[16],10000,6,override_w4,200,0.035,0.765,22.1,39.285
B,[16],10000,6,override_w8,200,0.13,0.765,18.64,31.15
C,[16],10000,6,override_w8,200,0.045,0.865,12.04,30.7
C,[16],10000,6,goal_nulling,200,0.145,0.325,61.66,62.585
C,[16],10000,6,indifference,200,0.28,0.585,29.8,30.86
A,[16],10000,6,standard,200,0.265,0.725,23.54,20.105
B,[16],10000,6,standard,200,0.125,0.765,19.42,32.32
C,[16],10000,6,standard,200,0.35,0.285,43.28,48.155
A,[16],10000,6,goal_nulling,200,0.0,1.0,0.0,25.0
A,[16],10000,6,indifference,200,0.215,0.79,13.92,21.52
A,[16],10000,6,override_w0,200,0.265,0.725,23.54,20.105
A,[16],10000,6,override_w1,200,0.08,0.92,6.94,23.265
A,[16],10000,6,override_w1.5,200,0.015,0.985,1.36,24.66
A,[16],10000,6,override_w2,200,0.035,0.965,3.32,24.17
A,[16],10000,6,override_w4,200,0.06,0.94,3.58,24.105
A,[16],10000,6,override_w8,200,0.055,0.945,3.2,24.2
B,[16],10000,6,goal_nulling,200,0.11,0.72,24.96,35.76
B,[16],10000,6,indifference,200,0.12,0.75,19.86,33.475
B,[16],10000,6,override_w0,200,0.125,0.765,19.42,32.32
C,[16],10000,6,override_w0,200,0.35,0.285,43.28,48.155
B,[16],10000,6,override_w1,200,0.13,0.77,18.6,30.91
C,[16],10000,6,override_w1,200,0.075,0.925,6.16,23.46
B,[16],10000,6,override_w1.5,200,0.11,0.775,19.38,31.655
C,[16],10000,6,override_w1.5,200,0.085,0.915,6.28,23.43
B,[16],10000,6,override_w2,200,0.125,0.78,17.96,30.655
C,[16],10000,6,override_w2,200,0.055,0.82,16.62,33.345
B,[16],10000,6,override_w4,200,0.14,0.76,18.72,30.975
C,[16],10000,6,override_w4,200,0.035,0.765,22.1,39.285
B,[16],10000,6,override_w8,200,0.13,0.765,18.64,31.15
C,[16],10000,6,override_w8,200,0.045,0.865,12.04,30.7
C,[16],10000,6,goal_nulling,200,0.145,0.325,61.66,62.585
C,[16],10000,6,indifference,200,0.28,0.585,29.8,30.86
A,[16],50000,6,standard,200,0.385,0.55,38.54,24.215
B,[16],50000,6,standard,200,0.365,0.495,28.9,32.53
C,[16],50000,6,standard,200,0.91,0.07,76.02,7.905
A,[16],50000,6,goal_nulling,200,0.0,1.0,0.0,25.0
A,[16],50000,6,indifference,200,0.965,0.035,82.16,4.46
A,[16],50000,6,override_w0,200,0.385,0.55,38.54,24.215
A,[16],50000,6,override_w1,200,0.06,0.94,5.44,23.64
A,[16],50000,6,override_w1.5,200,0.04,0.96,3.68,24.08
A,[16],50000,6,override_w2,200,0.045,0.955,4.08,23.98
A,[16],50000,6,override_w4,200,0.075,0.925,6.38,23.405
A,[16],50000,6,override_w8,200,0.07,0.93,5.26,23.685
B,[16],50000,6,goal_nulling,200,0.11,0.72,24.96,35.76
B,[16],50000,6,indifference,200,0.375,0.495,28.3,31.365
B,[16],50000,6,override_w0,200,0.365,0.495,28.9,32.53
C,[16],50000,6,override_w0,200,0.91,0.07,76.02,7.905
B,[16],50000,6,override_w1,200,0.1,0.78,19.36,32.16
C,[16],50000,6,override_w1,200,0.045,0.955,4.08,23.98
B,[16],50000,6,override_w1.5,200,0.1,0.78,19.36,32.16
C,[16],50000,6,override_w1.5,200,0.045,0.955,4.02,23.995
B,[16],50000,6,override_w2,200,0.12,0.77,18.9,31.275
C,[16],50000,6,override_w2,200,0.05,0.95,4.56,23.86
B,[16],50000,6,override_w4,200,0.11,0.62,35.02,43.305
C,[16],50000,6,override_w4,200,0.055,0.945,5.04,23.74
B,[16],50000,6,override_w8,200,0.12,0.49,47.26,52.245
C,[16],50000,6,override_w8,200,0.06,0.865,12.24,29.33
C,[16],50000,6,goal_nulling,200,0.145,0.325,61.48,62.63
C,[16],50000,6,indifference,200,0.89,0.105,76.36,6.41
A,[16],200000,6,standard,200,0.975,0.025,82.98,4.255
B,[16],200000,6,standard,200,0.22,0.655,24.0,32.155
C,[16],200000,6,standard,200,1.0,0.0,84.48,3.88
A,[16],200000,6,goal_nulling,200,0.0,1.0,0.0,25.0
A,[16],200000,6,indifference,200,1.0,0.0,84.48,3.88
A,[16],200000,6,override_w0,200,0.975,0.025,82.98,4.255
A,[16],200000,6,override_w1,200,0.07,0.93,6.32,23.42
A,[16],200000,6,override_w1.5,200,0.05,0.95,4.5,23.875
A,[16],200000,6,override_w2,200,0.05,0.95,4.54,23.865
A,[16],200000,6,override_w4,200,0.04,0.96,3.68,24.08
A,[16],200000,6,override_w8,200,0.04,0.96,3.68,24.08
B,[16],200000,6,goal_nulling,200,0.11,0.72,24.96,35.76
B,[16],200000,6,indifference,200,0.24,0.62,25.36,32.66
B,[16],200000,6,override_w0,200,0.22,0.655,24.0,32.155
C,[16],200000,6,override_w0,200,1.0,0.0,84.48,3.88
B,[16],200000,6,override_w1,200,0.1,0.805,16.68,30.935
C,[16],200000,6,override_w1,200,0.06,0.94,5.48,23.63
B,[16],200000,6,override_w1.5,200,0.11,0.77,19.68,32.08
C,[16],200000,6,override_w1.5,200,0.045,0.955,4.08,23.98
B,[16],200000,6,override_w2,200,0.11,0.775,19.04,31.77
C,[16],200000,6,override_w2,200,0.045,0.955,4.08,23.98
B,[16],200000,6,override_w4,200,0.12,0.785,17.6,30.665
C,[16],200000,6,override_w4,200,0.045,0.955,4.06,23.985
B,[16],200000,6,override_w8,200,0.125,0.78,17.78,30.665
C,[16],200000,6,override_w8,200,0.045,0.955,4.08,23.98
C,[16],200000,6,goal_nulling,200,0.145,0.325,61.66,62.585
C,[16],200000,6,indifference,200,1.0,0.0,84.48,3.88
A,[16],500000,6,standard,200,0.245,0.0,92.06,76.73
B,[16],500000,6,standard,200,0.44,0.44,28.7,29.855
C,[16],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[16],500000,6,goal_nulling,200,0.0,1.0,0.0,25.0
A,[16],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[16],500000,6,override_w0,200,0.245,0.0,92.06,76.73
A,[16],500000,6,override_w1,200,0.045,0.955,4.06,23.985
A,[16],500000,6,override_w1.5,200,0.04,0.96,3.58,24.105
A,[16],500000,6,override_w2,200,0.04,0.96,3.58,24.105
A,[16],500000,6,override_w4,200,0.035,0.965,3.12,24.22
A,[16],500000,6,override_w8,200,0.04,0.96,3.6,24.1
B,[16],500000,6,goal_nulling,200,0.11,0.72,24.96,35.76
B,[16],500000,6,indifference,200,0.45,0.435,28.36,29.435
B,[16],500000,6,override_w0,200,0.44,0.44,28.7,29.855
C,[16],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[16],500000,6,override_w1,200,0.11,0.795,17.78,31.085
C,[16],500000,6,override_w1,200,0.045,0.955,4.06,23.985
B,[16],500000,6,override_w1.5,200,0.115,0.78,17.38,31.215
C,[16],500000,6,override_w1.5,200,0.05,0.95,4.52,23.87
B,[16],500000,6,override_w2,200,0.095,0.79,18.58,31.855
C,[16],500000,6,override_w2,200,0.04,0.96,3.6,24.1
B,[16],500000,6,override_w4,200,0.1,0.78,19.36,32.16
C,[16],500000,6,override_w4,200,0.04,0.96,3.66,24.085
B,[16],500000,6,override_w8,200,0.125,0.78,17.78,30.665
C,[16],500000,6,override_w8,200,0.045,0.955,4.08,23.98
C,[16],500000,6,goal_nulling,200,0.15,0.275,66.62,65.845
C,[16],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[64],10000,6,standard,200,0.11,0.79,14.46,29.995
B,[64],10000,6,standard,200,0.265,0.625,21.88,30.915
C,[64],10000,6,standard,200,0.33,0.685,20.78,19.805
A,[64],10000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],10000,6,indifference,200,0.28,0.72,20.48,19.88
A,[64],10000,6,override_w0,200,0.11,0.79,14.46,29.995
A,[64],10000,6,override_w1,200,0.11,0.89,9.72,22.57
A,[64],10000,6,override_w1.5,200,0.07,0.93,5.9,23.525
A,[64],10000,6,override_w2,200,0.055,0.945,4.86,23.785
A,[64],10000,6,override_w4,200,0.045,0.955,4.22,23.945
A,[64],10000,6,override_w8,200,0.055,0.945,5.14,23.715
B,[64],10000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[64],10000,6,indifference,200,0.25,0.635,22.92,31.27
B,[64],10000,6,override_w0,200,0.265,0.625,21.88,30.915
C,[64],10000,6,override_w0,200,0.33,0.685,20.78,19.805
B,[64],10000,6,override_w1,200,0.12,0.775,18.2,31.05
C,[64],10000,6,override_w1,200,0.05,0.8,18.92,35.27
B,[64],10000,6,override_w1.5,200,0.135,0.755,19.4,31.15
C,[64],10000,6,override_w1.5,200,0.065,0.81,17.42,33.09
B,[64],10000,6,override_w2,200,0.125,0.765,19.24,31.18
C,[64],10000,6,override_w2,200,0.09,0.83,15.32,29.17
B,[64],10000,6,override_w4,200,0.135,0.755,19.52,31.12
C,[64],10000,6,override_w4,200,0.045,0.78,21.2,37.2
B,[64],10000,6,override_w8,200,0.105,0.78,19.2,31.7
C,[64],10000,6,override_w8,200,0.09,0.615,35.14,45.715
C,[64],10000,6,goal_nulling,200,0.085,0.705,27.18,39.075
C,[64],10000,6,indifference,200,0.355,0.62,23.02,21.345
A,[64],50000,6,standard,200,0.97,0.03,82.56,4.36
B,[64],50000,6,standard,200,0.705,0.215,30.14,27.84
C,[64],50000,6,standard,200,0.88,0.12,74.52,7.37
A,[64],50000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],50000,6,indifference,200,0.87,0.125,74.7,6.745
A,[64],50000,6,override_w0,200,0.97,0.03,82.56,4.36
A,[64],50000,6,override_w1,200,0.035,0.965,3.12,24.22
A,[64],50000,6,override_w1.5,200,0.035,0.965,3.24,24.19
A,[64],50000,6,override_w2,200,0.035,0.965,3.22,24.195
A,[64],50000,6,override_w4,200,0.045,0.955,4.06,23.985
A,[64],50000,6,override_w8,200,0.05,0.95,4.5,23.875
B,[64],50000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[64],50000,6,indifference,200,0.685,0.225,30.14,28.85
B,[64],50000,6,override_w0,200,0.705,0.215,30.14,27.84
C,[64],50000,6,override_w0,200,0.88,0.12,74.52,7.37
B,[64],50000,6,override_w1,200,0.115,0.765,19.68,32.08
C,[64],50000,6,override_w1,200,0.04,0.96,3.52,24.12
B,[64],50000,6,override_w1.5,200,0.12,0.76,20.08,31.98
C,[64],50000,6,override_w1.5,200,0.04,0.96,3.54,24.115
B,[64],50000,6,override_w2,200,0.11,0.785,18.12,31.215
C,[64],50000,6,override_w2,200,0.05,0.95,4.3,23.925
B,[64],50000,6,override_w4,200,0.095,0.79,18.64,31.93
C,[64],50000,6,override_w4,200,0.035,0.965,3.12,24.22
B,[64],50000,6,override_w8,200,0.1,0.785,18.9,31.775
C,[64],50000,6,override_w8,200,0.03,0.97,2.7,24.325
C,[64],50000,6,goal_nulling,200,0.245,0.42,49.42,47.035
C,[64],50000,6,indifference,200,0.89,0.11,72.96,7.76
A,[64],200000,6,standard,200,1.0,0.0,84.02,3.995
B,[64],200000,6,standard,200,0.815,0.13,31.9,28.975
C,[64],200000,6,standard,200,1.0,0.0,84.62,3.845
A,[64],200000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[64],200000,6,override_w0,200,1.0,0.0,84.02,3.995
A,[64],200000,6,override_w1,200,0.035,0.965,3.12,24.22
A,[64],200000,6,override_w1.5,200,0.04,0.96,3.6,24.1
A,[64],200000,6,override_w2,200,0.03,0.97,2.66,24.335
A,[64],200000,6,override_w4,200,0.025,0.975,2.26,24.435
A,[64],200000,6,override_w8,200,0.03,0.97,2.76,24.31
B,[64],200000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[64],200000,6,indifference,200,0.805,0.145,32.12,29.015
B,[64],200000,6,override_w0,200,0.815,0.13,31.9,28.975
C,[64],200000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[64],200000,6,override_w1,200,0.105,0.78,19.0,31.75
C,[64],200000,6,override_w1,200,0.08,0.935,3.72,24.07
B,[64],200000,6,override_w1.5,200,0.1,0.78,19.08,32.23
C,[64],200000,6,override_w1.5,200,0.065,0.93,4.34,24.415
B,[64],200000,6,override_w2,200,0.12,0.79,17.5,30.665
C,[64],200000,6,override_w2,200,0.025,0.975,2.26,24.435
B,[64],200000,6,override_w4,200,0.125,0.78,17.7,30.665
C,[64],200000,6,override_w4,200,0.035,0.965,3.14,24.215
B,[64],200000,6,override_w8,200,0.095,0.79,18.58,31.855
C,[64],200000,6,override_w8,200,0.025,0.975,2.32,24.42
C,[64],200000,6,goal_nulling,200,0.215,0.335,53.14,56.025
C,[64],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[64],500000,6,standard,200,1.0,0.0,84.26,3.935
B,[64],500000,6,standard,200,0.81,0.115,34.04,28.3
C,[64],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[64],500000,6,goal_nulling,200,0.07,0.93,6.38,23.405
A,[64],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[64],500000,6,override_w0,200,1.0,0.0,84.26,3.935
A,[64],500000,6,override_w1,200,0.15,0.155,79.42,73.87
A,[64],500000,6,override_w1.5,200,0.04,0.96,3.6,24.1
A,[64],500000,6,override_w2,200,0.04,0.96,3.58,24.105
A,[64],500000,6,override_w4,200,0.04,0.96,3.6,24.1
A,[64],500000,6,override_w8,200,0.035,0.965,3.14,24.215
B,[64],500000,6,goal_nulling,200,0.23,0.68,20.36,30.41
B,[64],500000,6,indifference,200,0.825,0.08,31.46,28.29
B,[64],500000,6,override_w0,200,0.81,0.115,34.04,28.3
C,[64],500000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[64],500000,6,override_w1,200,0.125,0.765,19.38,31.185
C,[64],500000,6,override_w1,200,0.035,0.965,3.24,24.19
B,[64],500000,6,override_w1.5,200,0.11,0.785,18.5,31.295
C,[64],500000,6,override_w1.5,200,0.04,0.96,3.62,24.095
B,[64],500000,6,override_w2,200,0.115,0.79,17.52,30.48
C,[64],500000,6,override_w2,200,0.03,0.97,2.8,24.3
B,[64],500000,6,override_w4,200,0.105,0.775,18.7,32.465
C,[64],500000,6,override_w4,200,0.04,0.96,3.66,24.085
B,[64],500000,6,override_w8,200,0.11,0.775,19.08,31.73
C,[64],500000,6,override_w8,200,0.035,0.965,3.18,24.205
C,[64],500000,6,goal_nulling,200,0.21,0.325,61.42,57.73
C,[64],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[256],10000,6,standard,200,0.19,0.77,15.24,25.17
B,[256],10000,6,standard,200,0.26,0.635,21.74,30.565
C,[256],10000,6,standard,200,0.32,0.42,48.3,39.795
A,[256],10000,6,goal_nulling,200,0.065,0.935,5.86,23.535
A,[256],10000,6,indifference,200,0.3,0.69,21.84,20.32
A,[256],10000,6,override_w0,200,0.19,0.77,15.24,25.17
A,[256],10000,6,override_w1,200,0.06,0.935,5.46,24.055
A,[256],10000,6,override_w1.5,200,0.03,0.945,5.18,26.2
A,[256],10000,6,override_w2,200,0.02,0.975,2.34,24.915
A,[256],10000,6,override_w4,200,0.015,0.985,0.92,24.77
A,[256],10000,6,override_w8,200,0.035,0.965,2.8,24.3
B,[256],10000,6,goal_nulling,200,0.145,0.42,52.52,55.49
B,[256],10000,6,indifference,200,0.26,0.635,21.66,31.585
B,[256],10000,6,override_w0,200,0.26,0.635,21.74,30.565
C,[256],10000,6,override_w0,200,0.32,0.42,48.3,39.795
B,[256],10000,6,override_w1,200,0.11,0.765,20.2,32.45
C,[256],10000,6,override_w1,200,0.06,0.91,8.3,25.925
B,[256],10000,6,override_w1.5,200,0.12,0.59,37.24,44.75
C,[256],10000,6,override_w1.5,200,0.07,0.88,8.9,27.215
B,[256],10000,6,override_w2,200,0.11,0.68,28.7,39.085
C,[256],10000,6,override_w2,200,0.04,0.93,5.78,26.315
B,[256],10000,6,override_w4,200,0.11,0.69,27.18,38.045
C,[256],10000,6,override_w4,200,0.045,0.935,5.66,25.585
B,[256],10000,6,override_w8,200,0.13,0.55,41.16,46.74
C,[256],10000,6,override_w8,200,0.045,0.87,12.08,30.41
C,[256],10000,6,goal_nulling,200,0.11,0.715,22.94,36.005
C,[256],10000,6,indifference,200,0.51,0.485,28.64,18.97
A,[256],50000,6,standard,200,0.855,0.12,75.24,8.63
B,[256],50000,6,standard,200,0.68,0.215,33.0,30.38
C,[256],50000,6,standard,200,0.95,0.055,76.6,6.78
A,[256],50000,6,goal_nulling,200,0.065,0.935,5.86,23.535
A,[256],50000,6,indifference,200,0.885,0.115,75.04,6.24
A,[256],50000,6,override_w0,200,0.855,0.12,75.24,8.63
A,[256],50000,6,override_w1,200,0.035,0.965,3.12,24.22
A,[256],50000,6,override_w1.5,200,0.035,0.965,3.22,24.195
A,[256],50000,6,override_w2,200,0.045,0.955,4.06,23.985
A,[256],50000,6,override_w4,200,0.04,0.96,3.62,24.095
A,[256],50000,6,override_w8,200,0.055,0.945,5.0,23.75
B,[256],50000,6,goal_nulling,200,0.145,0.42,52.52,55.49
B,[256],50000,6,indifference,200,0.695,0.25,31.76,29.56
B,[256],50000,6,override_w0,200,0.68,0.215,33.0,30.38
C,[256],50000,6,override_w0,200,0.95,0.055,76.6,6.78
B,[256],50000,6,override_w1,200,0.11,0.785,18.22,31.15
C,[256],50000,6,override_w1,200,0.04,0.96,3.66,24.085
B,[256],50000,6,override_w1.5,200,0.105,0.795,17.06,30.935
C,[256],50000,6,override_w1.5,200,0.04,0.96,3.64,24.09
B,[256],50000,6,override_w2,200,0.105,0.78,17.7,32.08
C,[256],50000,6,override_w2,200,0.03,0.97,2.74,24.315
B,[256],50000,6,override_w4,200,0.1,0.795,17.42,31.25
C,[256],50000,6,override_w4,200,0.03,0.97,2.74,24.315
B,[256],50000,6,override_w8,200,0.095,0.79,18.58,31.855
C,[256],50000,6,override_w8,200,0.03,0.97,2.76,24.31
C,[256],50000,6,goal_nulling,200,0.22,0.12,79.12,70.44
C,[256],50000,6,indifference,200,0.925,0.07,77.12,7.14
A,[256],200000,6,standard,200,1.0,0.0,84.5,3.875
B,[256],200000,6,standard,200,0.625,0.265,31.12,29.39
C,[256],200000,6,standard,200,1.0,0.0,84.62,3.845
A,[256],200000,6,goal_nulling,200,0.065,0.935,5.86,23.535
A,[256],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[256],200000,6,override_w0,200,1.0,0.0,84.5,3.875
A,[256],200000,6,override_w1,200,0.045,0.955,4.0,24.0
A,[256],200000,6,override_w1.5,200,0.025,0.975,2.26,24.435
A,[256],200000,6,override_w2,200,0.03,0.97,2.72,24.32
A,[256],200000,6,override_w4,200,0.045,0.975,2.26,24.435
A,[256],200000,6,override_w8,200,0.04,0.96,3.6,24.1
B,[256],200000,6,goal_nulling,200,0.145,0.42,52.52,55.49
B,[256],200000,6,indifference,200,0.63,0.26,30.06,29.805
B,[256],200000,6,override_w0,200,0.625,0.265,31.12,29.39
C,[256],200000,6,override_w0,200,1.0,0.0,84.62,3.845
B,[256],200000,6,override_w1,200,0.12,0.77,18.66,31.46
C,[256],200000,6,override_w1,200,0.175,0.48,31.56,49.2
B,[256],200000,6,override_w1.5,200,0.115,0.78,18.38,30.935
C,[256],200000,6,override_w1.5,200,0.035,0.965,3.02,24.245
B,[256],200000,6,override_w2,200,0.12,0.765,19.56,31.525
C,[256],200000,6,override_w2,200,0.03,0.97,2.78,24.305
B,[256],200000,6,override_w4,200,0.125,0.77,19.2,30.76
C,[256],200000,6,override_w4,200,0.03,0.96,2.74,25.155
B,[256],200000,6,override_w8,200,0.125,0.775,18.42,31.005
C,[256],200000,6,override_w8,200,0.025,0.975,2.26,24.435
C,[256],200000,6,goal_nulling,200,0.35,0.035,79.0,64.78
C,[256],200000,6,indifference,200,1.0,0.0,84.62,3.845
A,[256],500000,6,standard,200,1.0,0.0,84.62,3.845
B,[256],500000,6,standard,200,0.76,0.175,32.28,27.51
C,[256],500000,6,standard,200,1.0,0.0,84.62,3.845
A,[256],500000,6,goal_nulling,200,0.065,0.935,5.86,23.535
A,[256],500000,6,indifference,200,1.0,0.0,84.62,3.845
A,[256],500000,6,override_w0,200,1.0,0.0,84.62,3.845
A,[256],500000,6,override_w1,200,0.115,0.885,10.18,22.455
A,[256],500000,6,override_w1.5,200,0.045,0.955,4.04,23.99
A,[256],500000,6,override_w2,200,0.04,0.96,3.6,24.1
A,[256],500000,6,override_w4,200,0.03,0.97,2.72,24.32
A,[256],500000,6,override_w8,200,0.025,0.975,2.26,24.435
